instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,attendingChurchNote,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,year,diocese
﻿nyc.ny.0041,﻿cathedral,﻿Cathedral of St. Patrick,English,,,,,﻿New York County,﻿New York,﻿New York City,﻿NY,﻿NY,40.7584564342135,-73.976185726484,,,,,﻿joh_dubois_001,﻿Right Rev.,﻿John Dubois,﻿D. D.,,,,,,1834,NewYork
﻿nyc.ny.0041,﻿cathedral,﻿Cathedral of St. Patrick,English,,,,,﻿New York County,﻿New York,﻿New York City,﻿NY,,40.7584564342135,-73.976185726484,,,,,﻿tho_c_levins_001,﻿Rev.,﻿Thom. C. Levins,,,,,,,1834,NewYork
﻿nyc.ny.0041,﻿cathedral,﻿Cathedral of St. Patrick,English,,,,,﻿New York County,﻿New York,﻿New York City,﻿NY,,40.7584564342135,-73.976185726484,,,,,﻿joh_conroy_001,﻿Rev.,﻿John Conroy,,,,,,,1834,NewYork
﻿nyc.ny.0041,﻿cathedral,﻿Cathedral of St. Patrick,English,,,,,﻿New York County,﻿New York,﻿New York City,﻿NY,,40.7584564342135,-73.976185726484,,,,,﻿pat_danaher_001,﻿Rev.,﻿Pat. Danaher,,,,,,,1834,NewYork
﻿nyc.ny.0042,﻿church,﻿St. Peter's,English,,,,,﻿New York County,﻿New York,﻿New York City,﻿NY,﻿NY,40.7124315661469,-74.00954445155,,,,,﻿joh_power_001,﻿Very Rev.,﻿John Power,,,,,,,1834,NewYork
﻿nyc.ny.0042,﻿church,﻿St. Peter's,English,,,,,﻿New York County,﻿New York,﻿New York City,﻿NY,,40.7124315661469,-74.00954445155,,,,,﻿j_neale_001,﻿Rev.,﻿J. Neale,,,,,,,1834,NewYork
﻿nyc.ny.9000,﻿church,﻿Christ Church,English,,,,,,﻿New York,﻿New York City,﻿NY,﻿NY,40.714802996414,-73.99912387310358,,,,,﻿fel_varela_001,﻿Rev.,﻿Felix Varela,,,,,,,1834,NewYork
﻿nyc.ny.9000,﻿church,﻿Christ Church,English,,,,,,﻿New York,﻿New York City,﻿NY,,40.714802996414,-73.99912387310358,,,,,﻿j_b_sneller_001,﻿Rev.,﻿J. B. Sneller,,,,,,,1834,NewYork
﻿nyc.ny.0043,﻿church,﻿St. Mary's,English,,,,,﻿New York County,﻿New York,﻿New York City,﻿NY,﻿NY,40.71581795595829,-73.98511226029609,,,,,﻿wil_quarters_001,﻿Rev.,﻿William Quarters,,,,,,,1834,NewYork
﻿nyc.ny.9003,﻿church,﻿New Church,English,,,,,,﻿New York,,﻿NY,﻿NY,40.71581795595829,-73.98511226029609,,,,,﻿jam_cummiskey_001,﻿Rev.,﻿James Cummiskey,,,,,,,1834,NewYork
